"APID","Mnemonic","Enum Name","Enum Value"
9041,"FJ_STATUS_31","ACTIVE","2"
9042,"FJ_STATUS_32","FREE","0"
9042,"FJ_STATUS_32","LOADED","1"
9042,"FJ_STATUS_32","ACTIVE","2"
9043,"FJ_STATUS_33","FREE","0"
9043,"FJ_STATUS_33","LOADED","1"
9043,"FJ_STATUS_33","ACTIVE","2"
9044,"FJ_STATUS_34","FREE","0"
9044,"FJ_STATUS_34","LOADED","1"
9044,"FJ_STATUS_34","ACTIVE","2"
9045,"FJ_STATUS_35","FREE","0"
9045,"FJ_STATUS_35","LOADED","1"
9045,"FJ_STATUS_35","ACTIVE","2"
9046,"FJ_STATUS_36","FREE","0"
9046,"FJ_STATUS_36","LOADED","1"
9046,"FJ_STATUS_36","ACTIVE","2"
9047,"FJ_STATUS_37","FREE","0"
9047,"FJ_STATUS_37","LOADED","1"
9047,"FJ_STATUS_37","ACTIVE","2"
9048,"FJ_STATUS_38","FREE","0"
9048,"FJ_STATUS_38","LOADED","1"
9048,"FJ_STATUS_38","ACTIVE","2"
9049,"FJ_STATUS_39","FREE","0"
9049,"FJ_STATUS_39","LOADED","1"
9049,"FJ_STATUS_39","ACTIVE","2"
9050,"FJ_STATUS_40","FREE","0"
9050,"FJ_STATUS_40","LOADED","1"
9050,"FJ_STATUS_40","ACTIVE","2"
9051,"FJ_STATUS_41","FREE","0"
9051,"FJ_STATUS_41","LOADED","1"
9051,"FJ_STATUS_41","ACTIVE","2"
9052,"FJ_STATUS_42","FREE","0"
9052,"FJ_STATUS_42","LOADED","1"
9052,"FJ_STATUS_42","ACTIVE","2"
9053,"FJ_STATUS_43","FREE","0"
9053,"FJ_STATUS_43","LOADED","1"
9053,"FJ_STATUS_43","ACTIVE","2"
9054,"FJ_STATUS_44","FREE","0"
9054,"FJ_STATUS_44","LOADED","1"
9054,"FJ_STATUS_44","ACTIVE","2"
9055,"FJ_STATUS_45","FREE","0"
9055,"FJ_STATUS_45","LOADED","1"
9055,"FJ_STATUS_45","ACTIVE","2"
9056,"FJ_STATUS_46","FREE","0"
9056,"FJ_STATUS_46","LOADED","1"
9056,"FJ_STATUS_46","ACTIVE","2"
9057,"FJ_STATUS_47","FREE","0"
9057,"FJ_STATUS_47","LOADED","1"
9057,"FJ_STATUS_47","ACTIVE","2"
9058,"FJ_STATUS_48","FREE","0"
9058,"FJ_STATUS_48","LOADED","1"
9058,"FJ_STATUS_48","ACTIVE","2"
9059,"FJ_STATUS_49","FREE","0"
9059,"FJ_STATUS_49","LOADED","1"
9059,"FJ_STATUS_49","ACTIVE","2"
